"search_timestamp","org_list__auth_type","org_list__address","org_list__domain_ip_cnt","org_list__np_time_list__np_time","org_list__corp_regno","org_list__org_type","org_list__relay_org_code","org_list__industry","org_list__np_time_cnt","org_list__ip_list__ip","org_list__cert_oid","org_list__cert_issuer_dn","org_list__serial_num","org_list__ip_cnt","org_list__domain_ip_list__domain_ip","org_list__domain","org_list__op_type","org_list__is_rcv_org","org_list__org_name","org_list__org_regno","org_list__org_code","rsp_code","org_cnt","rsp_msg"
"","01","(06173) 서울특별시 강남구 영동대로 502 (삼성동) 위메프빌딩","","0200:0800","1101116870897","02","ZWAACP0000","efin","1","","","","","0","","","I","false","(주)위메프","566-87-01096","E1AAWB0000","","",""
"","01","(48059) 부산광역시 해운대구 센텀북대로 60 (재송동, 센텀아이에스타워) 1105호","","0600:1200","1801110433275","02","ZWAACP0000","efin","1","","","","","0","","","I","false","부산하나로카드 주식회사","607-81-62470","E1AAWC0000","","",""
"","01","(04521) 서울특별시 중구 청계천로 24 (다동, 케이스퀘어시티) 10층, 11층","","0600:1200","1311110241776","02","ZWAACP0000","efin","1","","","","","0","","","I","false","로카모빌리티 주식회사","129-86-38970","E1AAWD0000","","",""
"","01","(48059) 부산광역시 해운대구 센텀북대로 60 (재송동, 센텀아이에스타워) 센텀아이에스타워 11층","","0600:1200","1801110335570","02","ZWAACP0000","efin","1","","","","","0","","","I","false","주식회사 마이비","605-81-39783","E1AAWE0000","","",""
"","01","(61947) 광주광역시 서구 상무중앙로 110 (치평동, 우체국보험광주회관) 15층 한페이시스","","0030:0630","2001110292858","02","ZWAACP0000","efin","1","","","","","0","","","I","false","(주)한페이시스","408-81-85459","E1AAWL0000","","",""
"","01","(06611) 서울특별시 서초구 강남대로 465 (서초동, 교보생명보험(주)서초사옥) 10층","","1400:2000","1101117807675","02","ZWAACP0000","efin","1","","","","","0","","","I","false","주식회사 당근페이","809-87-02070","E1AAYE0000","","",""
"","01","(06072) 서울특별시 강남구 영동대로 735 (청담동) 골프존타워서울","","0900:1800","1601110393069","02","ZWAACP0000","efin","1","","","","","0","","","I","false","(주)골프존","122-87-00053","E1AAZG0000","","",""
"","01","(06133) 서울특별시 강남구 테헤란로 131 (역삼동, 한국지식재산센터) 15층 토스페이먼츠","","0100:0700","1101117575389","02","ZWAACP0000","efin","1","","","","","0","","","I","false","토스페이먼츠 주식회사","411-86-01799","E1AAZJ0000","","",""
"","01","(07803) 서울특별시 강서구 마곡중앙8로 78 (마곡동, 에스엠알앤디센터) 3층, SM하이플러스","","0500:0700","1311110191187","02","ZWAACP0000","efin","3","","","","","0","","","I","false","SM하이플러스(주)","129-86-11103","E1AAZT0000","","",""
"","","","","2130:2330","","","","","","","","","","","","","","","","","","","",""
"","","","","0030:0230","","","","","","","","","","","","","","","","","","","",""
"","01","(34132) 대전광역시 유성구 과학로 80-67 (가정동, 한국조폐공사)","","0100:0700","1601710001674","02","ZWAACP0000","efin","1","","","","","0","","","I","false","한국조폐공사","314-82-00583","E1ABAF0000","","",""
"","01","(04520) 서울특별시 중구 청계천로 14 (무교동, 한국정보화진흥원) 4층 KDDI","","0100:0800","1101111549041","02","ZWAALV0000","telecom","1","","","","","0","","","I","false","케이디디아이코리아","101-81-45105","F1AAAB0000","","",""
"","01","(08389) 서울특별시 구로구 디지털로26길 61 (구로동, 에이스하이엔드타워2차) 1304호","","0100:0800","1101111292509","02","ZWAALV0000","telecom","1","","","","","0","","","I","false","(주)큰사람 커넥트","102-81-40272","F1AAAM0000","","",""
"","01","(13606) 경기도 성남시 분당구 불정로 90 (정자동, KT본사) 1층","","0100:0800","1101111468754","02","ZWAALV0000","telecom","1","","","","","0","","","I","false","KT","102-81-42945","F1AAAN0000","","",""
"","01","(04539) 서울특별시 중구 을지로 65 (을지로2가, SK텔레콤빌딩) 11층 정보보호담당","","0100:0800","1101110371346","02","ZWAALV0000","telecom","1","","","","","0","","","I","false","에스케이텔레콤주식회사","104-81-37225","F1AAAU0000","","",""
"","01","(04212) 서울특별시 마포구 마포대로 144 (공덕동, 마포T타운) 9-10층 sk텔링크 ","","0100:0800","1101111533599","02","ZWAALV0000","telecom","1","","","","","0","","","I","false","에스케이텔링크주식회사","104-81-43391","F1AAAV0000","","",""
"","01","(13493) 경기도 성남시 분당구 판교역로 230 (삼평동) 삼환하이펙스 B동 903호","","0100:0800","1101114132760","02","ZWAALV0000","telecom","1","","","","","0","","","I","false","와이엘랜드","104-86-21733","F1AABB0000","","",""
"","01","(08505) 서울특별시 금천구 디지털로 121 (가산동, 에이스가산타워) 1303호","","0100:0800","1101111864259","02","ZWAALV0000","telecom","1","","","","","0","","","I","false","(주)위너스텔","106-81-85679","F1AABO0000","","",""
"","01","(08506) 서울특별시 금천구 가산디지털1로 145 (가산동, 에이스하이엔드타워3차) 1904호","","0100:0800","1101114202406","02","ZWAALV0000","telecom","1","","","","","0","","","I","false","토스모바일 주식회사","106-86-67749","F1AABP0000","","",""
"","01","(07237) 서울특별시 영등포구 은행로 3 (여의도동, 익스콘벤처타워) 8층","","0100:0800","1101111521700","02","ZWAALV0000","telecom","1","","","","","0","","","I","false","코나아이(주)","109-81-53365","F1AABZ0000","","",""
"","01","(03911) 서울특별시 마포구 매봉산로 18 (상암동, 마포창업복지관) 5층 507호","","0030:0630","1101116014015","02","ZWAALV0000","telecom","1","","","","","0","","","I","false","(주) 핀샷","112-86-00398","F1AACF0000","","",""
"","01","(03924) 서울특별시 마포구 월드컵북로 416 (상암동, (주)엘지유플러스상암사옥) 13층","","0100:0800","1101111905441","02","ZWAALV0000","telecom","1","","","","","0","","","I","false","주식회사 미디어로그","114-81-96221","F1AACK0000","","",""
"","01","(07994) 서울특별시 양천구 목동서로 201 (목동) KT정보전산센터 19층 아이디스파워텔","","0100:0800","1101110414344","02","ZWAALV0000","telecom","1","","","","","0","","","I","false","아이디스파워텔 주식회사","116-81-37548","F1AADG0000","","",""
"","01","(03926) 서울특별시 마포구 매봉산로 75 (상암동, 디디엠씨(DDMC)) 8,9층","","0100:0800","1101112149436","02","ZWAALV0000","telecom","1","","","","","0","","","I","false","주식회사 케이티스카이라이프","117-81-31120","F1AADK0000","","",""
"","01","(06111) 서울특별시 강남구 학동로 122 (논현동, 백석빌딩)","","0100:0800","1101112910100","02","ZWAALV0000","telecom","1","","","","","0","","","I","false","에넥스텔레콤","120-86-60757","F1AADR0000","","",""
"","01","(04526) 서울특별시 중구 세종대로 50 (남대문로4가, 흥국생명빌딩) 7층 ","","0100:0800","1101113514323","02","ZWAALV0000","telecom","1","","","","","0","","","I","false","(주)한국케이블텔레콤","120-87-04918","F1AADT0000","","",""
"","01","(03735) 서울특별시 서대문구 통일로 135 (충정로2가, 충정빌딩) 6층","","0100:0800","1201110341462","02","ZWAALV0000","telecom","1","","","","","0","","","I","false","주식회사와이드모바일","121-81-66458","F1AADY0000","","",""
"","01","(06193) 서울특별시 강남구 테헤란로 422 (대치동, KT타워) 12층 케이티엠모바일","","0100:0800","1101115684512","02","ZWAALV0000","telecom","1","","","","","0","","","I","false","주식회사 케이티엠모바일","133-81-43410","F1AAED0000","","",""
"","01","(15807) 경기도 군포시 엘에스로166번길 8 (금정동) 유니컴즈","","0100:0800","1341110211768","02","ZWAALV0000","telecom","1","","","","","0","","","I","false","주식회사 유니컴즈","138-81-70324","F1AAEE0000","","",""
"","01","(10526) 경기도 고양시 덕양구 충장로 2 (행신동, 센트럴빌딩) 409-1호","","0100:0800","2850110413364","02","ZWAALV0000","telecom","1","","","","","0","","","I","false","주식회사 에이프러스","154-88-01527","F1AAEI0000","","",""
"","01","(07331) 서울특별시 영등포구 국제금융로8길 26 (여의도동)","2","0030:0230","1101112365321","01","ZWAAEA0000","telecom","3","3.35.145.67","","","201-81-68693","2","3.36.168.113:8443","https://api.mydata.kbstar.com:8443","I","true","KB국민은행","201-81-68693","F1AAEO0000","","",""
"","","","","0430:0730","","","","","","3.35.202.124","","","","","3.36.218.172:8443","","","","","","","","",""
"","","","","0230:0430","","","","","","","","","","","","","","","","","","","",""
"","01","(04795) 서울특별시 성동구 아차산로7나길 18 (성수동2가, 대선APEXCENTER) 305호","","0100:0800","1101114235639","02","ZWAALV0000","telecom","1","","","","","0","","","I","false","더원플랫폼","206-86-38729","F1AAFF0000","","",""
"","01","(05610) 서울특별시 송파구 석촌호수로 220 (석촌동, 보정빌딩) 3층 미니게이트","","0100:0800","1101113043223","02","ZWAALV0000","telecom","1","","","","","0","","","I","false","(주)미니게이트","211-87-52128","F1AAFJ0000","","",""
"","01","(13496) 경기도 성남시 분당구 성남대로925번길 41 (야탑동, 파인디지털) 7층","","0100:0800","1101110896683","02","ZWAALV0000","telecom","1","","","","","0","","","I","false","파인디지털","213-81-91028","F1AAFN0000","","",""
"","01","(04637) 서울특별시 중구 퇴계로 24 (남대문로5가, SK남산그린빌딩)","","0100:0800","1101111466659","02","ZWAALV0000","telecom","1","","","","","0","","","I","false","SK브로드밴드","214-86-18758","F1AAFT0000","","",""
"","01","(04798) 서울특별시 성동구 성수이로22길 37 (성수동2가, 성수동아크벨리) 7층","","0100:0800","1101114233328","02","ZWAALV0000","telecom","1","","","","","0","","","I","false","(주)프리텔레콤","214-88-51159","F1AAFZ0000","","",""
"","01","(04389) 서울특별시 용산구 한강대로 32 (한강로3가, 엘지유플러스) 19층","","0100:0800","1101111296676","02","ZWAALV0000","telecom","1","","","","","0","","","I","false","LG유플러스","220-81-39938","F1AAGI0000","","",""
"","01","(08375) 서울특별시 구로구 디지털로31길 61 (구로동, 드림마크원데이터센타) 8층","","0100:0800","1101111447021","02","ZWAALV0000","telecom","1","","","","","0","","","I","false","드림라인 주식회사","220-81-44955","F1AAGJ0000","","",""
"","01","(05559) 서울특별시 송파구 올림픽로12길 17 (잠실동)","","0100:0800","1101111568570","02","ZWAALV0000","telecom","1","","","","","0","","","I","false","스마텔","220-81-53532","F1AAGL0000","","",""
"","01","(04781) 서울특별시 성동구 성수이로 51 (성수동2가, 서울숲한라시그마벨리) 504호","","0100:0800","1101111741514","02","ZWAALV0000","telecom","1","","","","","0","","","I","false","주식회사 코드모바일","220-81-64820","F1AAGM0000","","",""
"","01","(16506) 경기도 수원시 영통구 센트럴타운로 114-8 (이의동, 농업회사법인(주)농우바이오) 3층","","0100:0800","1101111823891","02","ZWAALV0000","telecom","1","","","","","0","","","I","false","(주)앤알커뮤니케이션","220-81-72145","F1AAGO0000","","",""
"","01","(06176) 서울특별시 강남구 테헤란로114길 38 (대치동, 동일타워) 12","","0100:0800","1101140089240","02","ZWAALV0000","telecom","1","","","","","0","","","I","false","에이씨앤코리아","220-87-94670","F1AAGW0000","","",""
"","01","(27394) 충청북도 충주시 예성로 114 (용산동) 씨씨에스충북방송","","0100:0800","1511110009906","02","ZWAALV0000","telecom","1","","","","","0","","","I","false","주식회사 씨씨에스충북방송","303-81-18621","F1AAHD0000","","",""
"","01","(34830) 대전광역시 중구 대종로584번길 20 (선화동, CMB대전방송)","","0100:0800","1601110118780","02","ZWAALV0000","telecom","1","","","","","0","","","I","false","(주)씨엠비","305-81-46536","F1AAHF0000","","",""
"","01","(54535) 전라북도 익산시 익산대로 569 (신용동, 금강방송)","","0100:0800","2149110010232","02","ZWAALV0000","telecom","1","","","","","0","","","I","false","금강방송주식회사","403-81-15491","F1AAHL0000","","",""
"","01","(61241) 광주광역시 북구 금남로 146 (누문동, 한국케이블TV) 5층","","0100:0800","2001110043855","02","ZWAALV0000","telecom","1","","","","","0","","","I","false","(주)한국케이블TV 광주방송","409-81-21690","F1AAHN0000","","",""
"","01","(42640) 대구광역시 달서구 달구벌대로 1611 (감삼동) 푸른방송 4층","","0100:0800","1701110074360","02","ZWAALV0000","telecom","1","","","","","0","","","I","false","한국케이블티브이푸른방송(주)","503-81-23573","F1AAHT0000","","",""
"","01","(06710) 서울특별시 서초구 반포대로 19 (서초동) 에이치씨엔빌딩","","0100:0800","1101117670238","02","ZWAALV0000","telecom","1","","","","","0","","","I","false","주식회사 현대에이치씨엔","537-87-01822","F1AAIC0000","","",""
"","01","(31122) 충청남도 천안시 동남구 중앙로 211 (신부동, 미래현수막공장) 1층 보스그룹","","0100:0800","1615110218234","02","ZWAALV0000","telecom","1","","","","","0","","","I","false","주식회사 보스그룹","582-86-00883","F1AAIG0000","","",""
"","01","(08511) 서울특별시 금천구 디지털로9길 47 (가산동, 한신IT타워2차) 3층 (가산동, 한신아이티타워2차 306-2호)","","0100:0800","1101110018592","02","ZWAALV0000","telecom","1","","","","","0","","","I","false","주식회사 인스코비","595-85-00145","F1AAIH0000","","",""
"","01","(44694) 울산광역시 남구 신정로 76 (달동)","","0100:0800","2301110065150","02","ZWAALV0000","telecom","1","","","","","0","","","I","false","제이씨엔울산중앙방송 주식회사","610-81-41694","F1AAIN0000","","",""
"","01","(52691) 경상남도 진주시 진양호로 532 (동성동, 진주저축은행) 6층","","0100:0800","1911110013834","02","ZWAALV0000","telecom","1","","","","","0","","","I","false","(주)서경방송","613-81-15007","F1AAIO0000","","",""
"","01","(05510) 서울특별시 송파구 올림픽로35길 123 (신천동, 향군타워) 6층","","0100:0800","1101115685411","02","ZWAALV0000","telecom","1","","","","","0","","","I","false","주식회사 스테이지파이브","756-86-00029","F1AAIZ0000","","",""
"","01","(04521) 서울특별시 중구 다동길 5 (무교동, 광일빌딩) 603호","","0930:1800","1101115921964","02","ZWAALV0000","telecom","1","","","","","0","","","I","false","주식회사 조이텔","886-87-00313","F1AAJD0000","","",""
"","01","(06173) 서울특별시 강남구 테헤란로103길 9 (삼성동, 제일빌딩) 6층","","0100:0800","1101111862758","02","ZWAALV0000","telecom","1","","","","","0","","","I","false","주식회사 딜라이브","120-81-98660","F1AAJP0000","","",""
"","01","(05288) 서울특별시 강동구 상일로10길 36 (상일동, 세종텔레콤지식산업센터)","","0100:0800","1341110036992","02","ZWAALV0000","telecom","1","","","","","0","","","I","false","세종텔레콤 주식회사","123-81-28751","F1AAJQ0000","","",""
"","01","(05836) 서울특별시 송파구 법원로 127 (문정동, 문정대명벨리온) 1304호","","0100:0800","1101115052371","02","ZWAALV0000","telecom","1","","","","","0","","","I","false","한국피엠오","113-86-67771","F1AAJS0000","","",""
"","01","(03923) 서울특별시 마포구 월드컵북로56길 19 (상암동, 드림타워) 6층","","0100:0800","1101111144297","02","ZWAALV0000","telecom","1","","","","","0","","","I","false","LG헬로비전","117-81-13423","F1AAOG0000","","",""
"","01","(04511) 서울특별시 중구 세종대로7길 25 (순화동, 삼성생명에스원빌딩) 3층","","0100:0800","1101110221939","02","ZWAALV0000","telecom","1","","","","","0","","","I","false","에스원","208-81-13302","F1AAOH0000","","",""
"","01","(06900) 서울특별시 동작구 여의대방로62길 1 (대방동, 이투데이빌딩) 2층","","0100:0800","1801110132801","02","ZWAALV0000","telecom","1","","","","","0","","","I","false","아이즈비전","607-81-34770","F1AAOI0000","","",""
"","01","(13558) 경기도 성남시 분당구 성남대로343번길 14 (정자동, 아름방송)","","0100:0800","1311110029619","02","ZWAALV0000","telecom","1","","","","","0","","","I","false","아름방송네트워크","129-81-22930","F1AAOJ0000","","",""
"","01","(63142) 제주특별자치도 제주시 아연로 2 (연동, (주)한국케이블티브이제주방송)","","1030:1630","2201110013888","02","ZWAALV0000","telecom","1","","","","","0","","","I","false","(주)KCTV제주방송","616-81-11863","F1AAOK0000","","",""
"","01","(22139) 인천광역시 미추홀구 주안서로 14 (주안동, 남인천방송) 남인천방송","","0100:0800","1201110094011","02","ZWAALV0000","telecom","1","","","","","0","","","I","false","남인천방송","131-81-33046","F1AAOL0000","","",""
"","01","(06172) 서울특별시 강남구 봉은사로112길 22 (삼성동, 상원빌딩) 3층 ","","0100:0800","1101112645658","02","ZWAALV0000","telecom","1","","","","","0","","","I","false","(주)씨엔커뮤니케이션 ","215-86-33922","F1AAOM0000","","",""
"","01","(31167) 충청남도 천안시 서북구 미라16길 49 (쌍용동) 1층 휴엘컴퍼니","","0100:0800","1615110248041","02","ZWAALV0000","telecom","1","","","","","0","","","I","false","휴엘컴퍼니","585-81-01552","F1AAON0000","","",""
"","01","(48738) 부산광역시 동구 조방로 39 (범일동, 썬오피스텔) 802호","","0100:0800","1801111068211","02","ZWAALV0000","telecom","1","","","","","0","","","I","false","(주)레그원","374-81-00759","F1AAOO0000","","",""
"","01","(07445) 서울특별시 영등포구 시흥대로 589-8 (대림동, 신대림자이) 201동 1206호","","0100:0800","1101117035193","02","ZWAALV0000","telecom","1","","","","","0","","","I","false","주식회사 원텔레콤","545-86-01239","F1AAOP0000","","",""
"","01","(06247) 서울특별시 강남구 논현로77길 9 (역삼동) 4층 402호","","0100:0800","1101115107134","02","ZWAALV0000","telecom","1","","","","","0","","","I","false","엔티온텔레콤 주식회사","220-88-55766","F1AAOR0000","","",""
"","01","(15464) 경기도 안산시 단원구 광덕4로 234 (고잔동, 천혜로데오프라자) 313,314,315,316,317,318호","","0100:0800","1314110266629","02","ZWAALV0000","telecom","1","","","","","0","","","I","false","(주)인스코리아","134-86-82309","F1AAOS0000","","",""
"","01","(04517) 서울특별시 중구 통일로 92 (순화동, 케이지타워) 16층","","0100:0800","1101111911050","02","ZWAALV0000","telecom","1","","","","","0","","","I","false","KG모빌리언스","220-81-82546","F1AAPB0000","","",""
"","01","(05510) 서울특별시 송파구 올림픽로35가길 10 (신천동, 잠실더샵스타파크) A동 411호","","0100:0800","1101113359935","02","ZWAALV0000","telecom","1","","","","","0","","","I","false","(주)씨케이커뮤스트리","101-86-20021","F1AASF0000","","",""
"","01","(05836) 서울특별시 송파구 법원로9길 26 (문정동, 에이치비지니스파크) C동 810호","","0100:0800","1101118088745","02","ZWAALV0000","telecom","1","","","","","0","","","I","false","사람과연결","587-87-02414","F1AAYI0000","","",""
"","01","(04526) 서울특별시 중구 남대문로5길 47 (북창동, 포인트원) 10층 (주)포인트파크","","0100:0800","1159110023532","02","ZWAALV0000","telecom","1","","","","","0","","","I","false","(주)포인트파크","128-81-41180","F1AAYP0000","","",""
"","01","(05836) 서울특별시 송파구 법원로11길 7 (문정동, 문정현대지식사업센터1-2) C동 514호","","0100:0800","1101118166682","02","ZWAALV0000","telecom","1","","","","","0","","","I","false","주식회사 에르엘","704-88-02369","F1AAYQ0000","","",""
"","01","(04782) 서울특별시 성동구 아차산로 92 (성수동2가, STOWER) 4층","","0030:0700","1101116102844","02","ZWAALV0000","telecom","2","","","","","0","","","I","false","주식회사 한패스인터내셔널","531-81-00478","F1AAZX0000","","",""
"","","","","2200:2300","","","","","","","","","","","","","","","","","","","",""
"","01","(04985) 서울특별시 광진구 천호대로 572 (능동, 범천타워) 401호","","0030:0630","1101114825357","02","ZWAACP0000","usury","1","","","","","0","","","I","false","제니스자산관리대부","104-86-40496","G1AABH0000","","",""
"","01","(04552) 서울특별시 중구 수표로 23 (저동2가, 영락빌딩) 4층 402호(저동2가, 인농빌딩)","","0030:0630","1101115260362","02","ZWAACP0000","usury","1","","","","","0","","","I","false","예스자산대부","104-86-52217","G1AABI0000","","",""
"","01","(04207) 서울특별시 마포구 마포대로14가길 4 (공덕동) , 3층(동명빌딩)","","0030:0630","1101114419019","02","ZWAACP0000","usury","1","","","","","0","","","I","false","한국에셋채권대부 주식회사","105-87-48751","G1AABM0000","","",""
"","01","(04143) 서울특별시 마포구 마포대로 137 (공덕동, KPX빌딩) 14층 6호","","0030:0630","1101115139301","02","ZWAACP0000","usury","1","","","","","0","","","I","false","유미캐피탈대부 주식회사","107-87-95677","G1AABX0000","","",""
"","01","(06030) 서울특별시 강남구 압구정로28길 24 (신사동) 5층, 701호(신사동, 디앤씨빌딩)","","0030:0630","1101114138560","02","ZWAACP0000","usury","1","","","","","0","","","I","false","(주)유노스프레스티지대부","110-81-86828","G1AACB0000","","",""
"","01","(06030) 서울특별시 강남구 압구정로28길 24 (신사동) 601호(신사동, 디앤씨빌딩)","","0030:0630","1101114176552","02","ZWAACP0000","usury","1","","","","","0","","","I","false","(주)티포스코퍼레이션대부","110-81-87526","G1AACC0000","","",""
"","01","(04143) 서울특별시 마포구 마포대로 137 (공덕동, KPX빌딩) 3층 1호","","0030:0630","1101114244094","02","ZWAACP0000","usury","1","","","","","0","","","I","false","테크메이트코리아대부 주식회사","110-81-88656","G1AACD0000","","",""
"","01","(06030) 서울특별시 강남구 압구정로28길 24 (신사동) 602호, 703호(신사동, 디앤씨빌딩)","","0030:0630","1101114305846","02","ZWAACP0000","usury","1","","","","","0","","","I","false","(주)인더스코대부","110-81-90055","G1AACE0000","","",""
"","01","(04321) 서울특별시 용산구 한강대로 273 (갈월동, 용산빌딩) 5층 1호, 9층 1호 일부","","0030:0630","1101113468611","02","ZWAACP0000","usury","1","","","","","0","","","I","false","웰릭스에프앤아이대부(주)","113-86-05886","G1AACH0000","","",""
"","01","(06162) 서울특별시 강남구 테헤란로 409 (삼성동, 동신빌딩) 5,6층","","0030:0630","1101112546137","02","ZWAACP0000","usury","1","","","","","0","","","I","false","(주)에이원대부캐피탈","120-86-38783","G1AADQ0000","","",""
"","01","(06196) 서울특별시 강남구 삼성로85길 39 (대치동, 가리온) 가리온빌딩 4층 405호 동그라미파이낸스대부","","0030:0630","1101114421733","02","ZWAACP0000","usury","1","","","","","0","","","I","false","주식회사 동그라미파이낸스대부","120-87-59354","G1AADU0000","","",""
"","01","(06181) 서울특별시 강남구 테헤란로98길 15 (대치동) 3층, 6층 601호","","0930:1830","1101115287291","02","ZWAACP0000","usury","1","","","","","0","","","I","false","주식회사 어드벤스대부","120-88-06679","G1AADX0000","","",""
"","01","(22222) 인천광역시 미추홀구 학익소로 59 (학익동, 강남빌딩) 6층","","0030:0630","1341110218657","02","ZWAACP0000","usury","1","","","","","0","","","I","false","대한와이디대부","138-81-74179","G1AAEG0000","","",""
"","01","(03173) 서울특별시 종로구 새문안로5길 37 (도렴동, 도렴빌딩) 11층","","0030:0630","1101110394009","02","ZWAACP0000","usury","1","","","","","0","","","I","false"," 태강대부","205-81-11756","G1AAFC0000","","",""
"","01","(06236) 서울특별시 강남구 테헤란로20길 9 (역삼동, 동궁빌딩) 5층","","0030:0630","1101140069846","02","ZWAACP0000","usury","1","","","","","0","","","I","false","엠메이드대부 유한회사","206-86-18489","G1AAFD0000","","",""
"","01","(06092) 서울특별시 강남구 선릉로 642 (삼성동, 서경빌딩) 3층","","0030:0630","1101140085636","02","ZWAACP0000","usury","1","","","","","0","","","I","false","유니애대부 유한회사","206-86-36100","G1AAFE0000","","",""
"","01","(04210) 서울특별시 마포구 마포대로14나길 5 (공덕동) 본관 1층 , (주)국민채권관리대부","","0030:0630","1101117430822","02","ZWAACP0000","usury","1","","","","","0","","","I","false","(주)국민채권관리대부","206-87-07941","G1AAFG0000","","",""
"","01","(07299) 서울특별시 영등포구 경인로 775 (문래동3가, 에이스하이테크시티) 2동 201호","","0030:0630","1101112569460","02","ZWAACP0000","usury","1","","","","","0","","","I","false","주식회사 바로크레디트대부","210-81-42659","G1AAFH0000","","",""
"","01","(01323) 서울특별시 도봉구 마들로 760 (도봉동, 한밭법조타워) 5층 502호,503호","","0030:0630","1101115079549","02","ZWAACP0000","usury","1","","","","","0","","","I","false","주식회사 한빛자산관리대부","210-81-71718","G1AAFI0000","","",""
"","01","(06099) 서울특별시 강남구 선릉로129길 22 (논현동, 고영빌딩) 1층","","0030:0630","1101140108602","02","ZWAACP0000","usury","1","","","","","0","","","I","false","이든에셋대부 유한회사","211-88-73232","G1AAFM0000","","",""
"","01","(07238) 서울특별시 영등포구 은행로 25 (여의도동, 안원빌딩) 6층 ","","0030:0630","1101110219398","02","ZWAACP0000","usury","1","","","","","0","","","I","false","리드코프 (주) ","214-85-22880","G1AAFR0000","","",""
"","01","(04552) 서울특별시 중구 수표로 23 (저동2가, 영락빌딩) 11층 1102호, 12층 1201호, 12층 1202호(저동2가, 인농빌딩)","","0030:0630","1101112343343","02","ZWAACP0000","usury","1","","","","","0","","","I","false","오케이에프앤아이대부","214-86-91313","G1AAFU0000","","",""
"","01","(07238) 서울특별시 영등포구 국회대로70길 23 (여의도동, 용산빌딩) 7층","","0030:0630","1101113333442","02","ZWAACP0000","usury","1","","","","","0","","","I","false","앤알캐피탈대부(주)","214-87-79941","G1AAFV0000","","",""
"","01","(06670) 서울특별시 서초구 효령로49길 34 (서초동, 베리타스빌딩) 6층 601호","","0030:0630","1101114352863","02","ZWAACP0000","usury","1","","","","","0","","","I","false","주식회사 베리타스자산대부","214-88-60376","G1AAGA0000","","",""
"","01","(05835) 서울특별시 송파구 정의로7길 13 (문정동, 힐스테이트에코송파) 205호","","0030:0630","1101114542365","02","ZWAACP0000","usury","1","","","","","0","","","I","false","(주)신안어소시에이츠대부","214-88-74884","G1AAGB0000","","",""
"","01","(13630) 경기도 성남시 분당구 돌마로 42 (구미동, 한국과학기술한림원회관) 5,6,7,8 층 (구미동, 한국과학기술원)","","0030:1830","1101110296106","02","ZWAACP0000","usury","1","","","","","0","","","I","false","주식회사 카길애그리퓨리나","220-81-20176","G1AAGG0000","","",""
"","01","(04513) 서울특별시 중구 세종대로 39 (남대문로4가, 대한서울상공회의소) 10층, 12층","","0030:0630","1101111781148","02","ZWAACP0000","usury","1","","","","","0","","","I","false","아프로파이낸셜대부(주)","220-81-67716","G1AAGN0000","","",""
"","01","(08793) 서울특별시 관악구 남부순환로 1926 (봉천동, 경동제약빌딩) 6층 산와대부(주)","","0030:0630","1101112595580","02","ZWAACP0000","usury","1","","","","","0","","","I","false","산와대부주식회사","220-86-46244","G1AAGR0000","","",""
"","01","(06234) 서울특별시 강남구 논현로85길 70 (역삼동) 2층 (액트캐쉬대부)","","0030:0630","1101113246637","02","ZWAACP0000","usury","1","","","","","0","","","I","false","액트캐쉬대부","220-87-11723","G1AAGS0000","","",""
"","01","(06122) 서울특별시 강남구 봉은사로21길 6 (논현동, 하이코) 2층","","0030:0630","1101114822585","02","ZWAACP0000","usury","1","","","","","0","","","I","false","제일호더블류홀딩스자산대부","220-88-35722","G1AAGX0000","","",""
"","01","(06177) 서울특별시 강남구 영동대로 318 (대치동, 참존대치사옥) 5층","","0030:0630","1101115840859","02","ZWAACP0000","usury","1","","","","","0","","","I","false","와이티홀딩스대부 주식회사","236-88-00174","G1AAHA0000","","",""
"","01","(06645) 서울특별시 서초구 서초대로48길 33 (서초동, 허브원) 6층","","0030:0630","1101115589580","02","ZWAACP0000","usury","1","","","","","0","","","I","false","오케이파이낸셜대부","264-81-47097","G1AAHC0000","","",""
"","01","(06682) 서울특별시 서초구 방배로 119-1 (방배동, 룡은빌딩) 2층 엠에스아이대부(주)","","0030:0630","1101115765586","02","ZWAACP0000","usury","1","","","","","0","","","I","false","엠에스아이대부","333-87-00139","G1AAHI0000","","",""
"","01","(06234) 서울특별시 강남구 논현로85길 70 (역삼동) 2층","","0030:0630","1101115616549","02","ZWAACP0000","usury","1","","","","","0","","","I","false","인케어파트너스대부","503-88-00017","G1AAHU0000","","",""
"","01","(06631) 서울특별시 서초구 서초중앙로22길 109 (서초동) 2층 201호","","0030:0630","1101140206802","02","ZWAACP0000","usury","1","","","","","0","","","I","false","이엘자산관리대부 유한회사","561-86-00815","G1AAID0000","","",""
"","01","(06211) 서울특별시 강남구 테헤란로 322 (역삼동, 한신인터밸리24빌딩) 서관 1313호, 1314호","","0030:0630","1101114675140","02","ZWAACP0000","usury","1","","","","","0","","","I","false","주식회사 제이피인베스트먼트대부","120-87-72492","G1AAJJ0000","","",""
"","01","(01077) 서울특별시 강북구 노해로 65 (수유동, 리안스페이스) 5층","","0030:0630","1101140082492","02","ZWAACP0000","usury","1","","","","","0","","","I","false","신영자산관리대부(유)","209-81-48459","G1AAJK0000","","",""
